Kraj;Okres;Obec;Katastr
Středočeský kraj;Beroun;Zdice;Černín u Zdic
Středočeský kraj;Beroun;Zdice;Knížkovice
Středočeský kraj;Beroun;Zdice;Zdice
Středočeský kraj;Beroun;Žebrák;Sedlec u Žebráku
Středočeský kraj;Beroun;Žebrák;Žebrák
Středočeský kraj;Beroun;Trubín;Trubín
Středočeský kraj;Beroun;Králův Dvůr;Králův Dvůr
Středočeský kraj;Beroun;Králův Dvůr;Popovice u Králova Dvora
Středočeský kraj;Beroun;Králův Dvůr;Počaply
Středočeský kraj;Beroun;Králův Dvůr;Levín u Berouna
Středočeský kraj;Beroun;Králův Dvůr;Zahořany u Berouna
Středočeský kraj;Beroun;Malá Víska;Malá Víska
Středočeský kraj;Beroun;Malá Víska;Malá Víska v Brdech
Středočeský kraj;Beroun;Lhotka;Lhotka u Hořovic
Středočeský kraj;Beroun;Nenačovice;Nenačovice
Středočeský kraj;Beroun;Chrustenice;Chrustenice
Středočeský kraj;Beroun;Korno;Korno
Středočeský kraj;Beroun;Mořinka;Mořinka
Středočeský kraj;Beroun;Lážovice;Lážovice
Středočeský kraj;Beroun;Skřipel;Skřipel
Středočeský kraj;Beroun;Vižina;Vižina
Středočeský kraj;Beroun;Kotopeky;Kotopeky
Středočeský kraj;Beroun;Otmíče;Otmíče
Středočeský kraj;Beroun;Bykoš;Bykoš
Středočeský kraj;Beroun;Málkov;Málkov u Suchomast
Středočeský kraj;Beroun;Vinařice;Vinařice u Suchomast
Středočeský kraj;Beroun;Nesvačily;Nesvačily u Berouna
Středočeský kraj;Beroun;Podbrdy;Podbrdy
Středočeský kraj;Beroun;Lužce;Lužce
Středočeský kraj;Beroun;Bavoryně;Bavoryně
Středočeský kraj;Beroun;Chodouň;Chodouň
Středočeský kraj;Beroun;Chlustina;Chlustina
Středočeský kraj;Beroun;Točník;Točník
Středočeský kraj;Beroun;Železná;Železná
Středočeský kraj;Kladno;Drnek;Drnek
Středočeský kraj;Kladno;Kamenný Most;Kamenný Most
Středočeský kraj;Kladno;Lhota;Lhota u Kamenných Žehrovic
Středočeský kraj;Kladno;Hobšovice;Hobšovice
Středočeský kraj;Kladno;Hobšovice;Skůry
Středočeský kraj;Kladno;Malé Přítočno;Malé Přítočno
Středočeský kraj;Kladno;Dolany;Dolany u Kladna
Středočeský kraj;Kladno;Kladno;Rozdělov
Středočeský kraj;Kladno;Kladno;Kladno
Středočeský kraj;Kladno;Kladno;Kročehlavy
Středočeský kraj;Kladno;Kladno;Dubí u Kladna
Středočeský kraj;Kladno;Kladno;Vrapice
Středočeský kraj;Kladno;Kladno;Motyčín
Středočeský kraj;Kladno;Kladno;Hnidousy
Středočeský kraj;Kladno;Běloky;Běloky
Středočeský kraj;Kladno;Beřovice;Bakov
Středočeský kraj;Kladno;Beřovice;Beřovice
Středočeský kraj;Kladno;Blevice;Blevice
Středočeský kraj;Kladno;Brandýsek;Brandýsek
Středočeský kraj;Kladno;Braškov;Braškov
Středočeský kraj;Kladno;Bratronice;Bratronice u Kladna
Středočeský kraj;Kladno;Bratronice;Dolní Bezděkov u Kladna
Středočeský kraj;Kladno;Buštěhrad;Buštěhrad
Středočeský kraj;Kladno;Tuřany;Byseň
Středočeský kraj;Kladno;Cvrčovice;Cvrčovice
Středočeský kraj;Kladno;Černuc;Bratkovice u Velvar
Středočeský kraj;Kladno;Černuc;Nabdín
Středočeský kraj;Kladno;Černuc;Černuc
Středočeský kraj;Kladno;Černuc;Miletice u Velvar
Středočeský kraj;Kladno;Doksy;Doksy u Kladna
Středočeský kraj;Kladno;Družec;Družec
Středočeský kraj;Kladno;Dřetovice;Dřetovice
Středočeský kraj;Kladno;Dřínov;Drchkov
Středočeský kraj;Kladno;Dřínov;Dřínov u Zlonic
Středočeský kraj;Kladno;Horní Bezděkov;Horní Bezděkov
Středočeský kraj;Kladno;Hořešovice;Hořešovice
Středočeský kraj;Kladno;Hospozín;Hospozín
Středočeský kraj;Kladno;Hostouň;Hostouň u Prahy
Středočeský kraj;Kladno;Hradečno;Hradečno
Středočeský kraj;Kladno;Hrdlív;Hrdlív
Středočeský kraj;Kladno;Hřebeč;Hřebeč
Středočeský kraj;Kladno;Chržín;Budihostice
Středočeský kraj;Kladno;Chržín;Dolní Kamenice u Velvar
Středočeský kraj;Kladno;Chržín;Chržín
Středočeský kraj;Kladno;Jarpice;Jarpice
Středočeský kraj;Kladno;Jedomělice;Jedomělice
Středočeský kraj;Kladno;Jemníky;Jemníky
Středočeský kraj;Kladno;Kačice;Kačice
Středočeský kraj;Kladno;Kamenné Žehrovice;Kamenné Žehrovice
Středočeský kraj;Kladno;Klobuky;Klobuky
Středočeský kraj;Kladno;Klobuky;Kobylníky
Středočeský kraj;Kladno;Klobuky;Kokovice
Středočeský kraj;Kladno;Klobuky;Čeradice u Pálečku
Středočeský kraj;Kladno;Klobuky;Páleček
Středočeský kraj;Kladno;Kmetiněves;Kmetiněves
Středočeský kraj;Kladno;Knovíz;Knovíz
Středočeský kraj;Kladno;Koleč;Koleč
Středočeský kraj;Kladno;Kvílice;Kvílice
Středočeský kraj;Kladno;Kyšice;Kyšice
Středočeský kraj;Kladno;Ledce;Ledce u Kladna
Středočeský kraj;Kladno;Libušín;Libušín
Středočeský kraj;Kladno;Lidice;Lidice
Středočeský kraj;Kladno;Makotřasy;Makotřasy
Středočeský kraj;Kladno;Malé Kyšice;Malé Kyšice
Středočeský kraj;Kladno;Malíkovice;Malíkovice
Středočeský kraj;Kladno;Neuměřice;Neuměřice
Středočeský kraj;Kladno;Otvovice;Otvovice
Středočeský kraj;Kladno;Pavlov;Pavlov u Unhoště
Středočeský kraj;Kladno;Pchery;Pchery
Středočeský kraj;Kladno;Pletený Újezd;Pletený Újezd
Středočeský kraj;Kladno;Podlešín;Podlešín
Středočeský kraj;Kladno;Pozdeň;Hřešice
Středočeský kraj;Kladno;Pozdeň;Pozdeň
Středočeský kraj;Kladno;Přelíc;Přelíc
Středočeský kraj;Kladno;Řisuty;Řisuty u Slaného
Středočeský kraj;Kladno;Sazená;Sazená
Středočeský kraj;Kladno;Slaný;Dolín
Středočeský kraj;Kladno;Slaný;Lotouš
Středočeský kraj;Kladno;Slaný;Slaný
Středočeský kraj;Kladno;Slaný;Otruby
Středočeský kraj;Kladno;Slaný;Blahotice
Středočeský kraj;Kladno;Slaný;Netovice
Středočeský kraj;Kladno;Slaný;Kvíc
Středočeský kraj;Kladno;Slaný;Trpoměchy
Středočeský kraj;Kladno;Slatina;Slatina u Velvar
Středočeský kraj;Kladno;Smečno;Smečno
Středočeský kraj;Kladno;Stehelčeves;Stehelčeves
Středočeský kraj;Kladno;Stochov;Čelechovice
Středočeský kraj;Kladno;Stochov;Honice
Středočeský kraj;Kladno;Stochov;Stochov
Středočeský kraj;Kladno;Svinařov;Svinařov u Kladna
Středočeský kraj;Kladno;Šlapanice;Šlapanice v Čechách
Středočeský kraj;Kladno;Třebichovice;Saky
Středočeský kraj;Kladno;Třebichovice;Třebichovice
Středočeský kraj;Kladno;Třebíz;Třebíz
Středočeský kraj;Kladno;Třebusice;Třebusice
Středočeský kraj;Kladno;Tuchlovice;Srby u Tuchlovic
Středočeský kraj;Kladno;Tuchlovice;Tuchlovice
Středočeský kraj;Kladno;Uhy;Uhy
Středočeský kraj;Kladno;Unhošť;Unhošť
Středočeský kraj;Kladno;Velká Dobrá;Velká Dobrá
Středočeský kraj;Kladno;Velké Přítočno;Velké Přítočno
Středočeský kraj;Kladno;Velvary;Ješín
Středočeský kraj;Kladno;Velvary;Velká Bučina
Středočeský kraj;Kladno;Velvary;Velvary
Středočeský kraj;Kladno;Vinařice;Vinařice u Kladna
Středočeský kraj;Kladno;Vraný;Horní Kamenice u Lukova
Středočeský kraj;Kladno;Vraný;Lukov
Středočeský kraj;Kladno;Vraný;Vraný
Středočeský kraj;Kladno;Zákolany;Kováry
Středočeský kraj;Kladno;Zákolany;Trněný Újezd u Zákolan
Středočeský kraj;Kladno;Zlonice;Břešťany u Zlonic
Středočeský kraj;Kladno;Zlonice;Tmáň
Středočeský kraj;Kladno;Zlonice;Lisovice
Středočeský kraj;Kladno;Zlonice;Vyšínek
Středočeský kraj;Kladno;Zlonice;Zlonice
Středočeský kraj;Kladno;Zvoleněves;Zvoleněves
Středočeský kraj;Kladno;Žilina;Žilina
Středočeský kraj;Kladno;Žižice;Drnov
Středočeský kraj;Kladno;Žižice;Luníkov
Středočeský kraj;Kladno;Žižice;Osluchov
Středočeský kraj;Kladno;Žižice;Vítov
Středočeský kraj;Kladno;Žižice;Žižice
Středočeský kraj;Kladno;Běleč;Běleč
Středočeský kraj;Kladno;Loucká;Loucká
Středočeský kraj;Kladno;Královice;Královice u Zlonic
Středočeský kraj;Kladno;Bílichov;Bílichov
Středočeský kraj;Kladno;Hořešovičky;Hořešovičky
Středočeský kraj;Kladno;Lány;Lány
Středočeský kraj;Kladno;Lány;Vašírov
Středočeský kraj;Kladno;Studeněves;Studeněves
Středočeský kraj;Kladno;Poštovice;Poštovice
Středočeský kraj;Kladno;Plchov;Plchov
Středočeský kraj;Kladno;Libochovičky;Libochovičky
Středočeský kraj;Kladno;Páleč;Páleč u Zlonic
Středočeský kraj;Kladno;Zichovec;Zichovec
Středočeský kraj;Kladno;Vrbičany;Vrbičany
Středočeský kraj;Kladno;Kutrovice;Kutrovice
Středočeský kraj;Kladno;Neprobylice;Neprobylice u Kutrovic
Středočeský kraj;Kladno;Líský;Líský
Středočeský kraj;Kladno;Zájezd;Zájezd u Buštěhradu
Středočeský kraj;Kladno;Libovice;Libovice u Slaného
Středočeský kraj;Kladno;Želenice;Želenice
Středočeský kraj;Kladno;Svárov;Svárov u Unhoště
Středočeský kraj;Kladno;Stradonice;Stradonice u Zlonic
Středočeský kraj;Kolín;Polní Voděrady;Polní Voděrady
Středočeský kraj;Kolín;Ždánice;Ždánice u Kouřimi
Středočeský kraj;Kolín;Dománovice;Dománovice
Středočeský kraj;Kolín;Zalešany;Přebozy
Středočeský kraj;Kolín;Zalešany;Zalešany
Středočeský kraj;Kolín;Polní Chrčice;Polní Chrčice
Středočeský kraj;Kolín;Žabonosy;Žabonosy
Středočeský kraj;Kolín;Lipec;Lipec
Středočeský kraj;Kolín;Mrzky;Mrzky
Středočeský kraj;Kolín;Přehvozdí;Přehvozdí
Středočeský kraj;Kolín;Přistoupim;Přistoupim
Středočeský kraj;Kolín;Kbel;Kbel u Ratboře
Středočeský kraj;Kolín;Pašinka;Pašinka
Středočeský kraj;Kolín;Kolín;Kolín
Středočeský kraj;Kolín;Kolín;Štítary u Kolína
Středočeský kraj;Kolín;Kolín;Zibohlavy
Středočeský kraj;Kolín;Kolín;Sendražice u Kolína
Středočeský kraj;Kolín;Barchovice;Barchovice
Středočeský kraj;Kolín;Barchovice;Hryzely
Středočeský kraj;Kolín;Barchovice;Radlice u Barchovic
Středočeský kraj;Kolín;Bečváry;Bečváry
Středočeský kraj;Kolín;Bečváry;Červený Hrádek u Bečvár
Středočeský kraj;Kolín;Bečváry;Poďousy
Středočeský kraj;Kolín;Bečváry;Zadní Hrádek
Středočeský kraj;Kolín;Bečváry;Hatě
Středočeský kraj;Kolín;Bečváry;Horní Jelčany
Středočeský kraj;Kolín;Bělušice;Bělušice
Středočeský kraj;Kolín;Břežany I;Břežany I
Středočeský kraj;Kolín;Břežany I;Chocenice u Břežan I
Středočeský kraj;Kolín;Břežany II;Břežany II
Středočeský kraj;Kolín;Býchory;Býchory
Středočeský kraj;Kolín;Cerhenice;Cerhenice
Středočeský kraj;Kolín;Cerhenice;Cerhýnky
Středočeský kraj;Kolín;Červené Pečky;Bohouňovice I
Středočeský kraj;Kolín;Červené Pečky;Bořetice u Kolína
Středočeský kraj;Kolín;Červené Pečky;Opatovice
Středočeský kraj;Kolín;Červené Pečky;Červené Pečky
Středočeský kraj;Kolín;Červené Pečky;Dolany u Červených Peček
Středočeský kraj;Kolín;Český Brod;Český Brod
Středočeský kraj;Kolín;Český Brod;Štolmíř
Středočeský kraj;Kolín;Český Brod;Liblice u Českého Brodu
Středočeský kraj;Kolín;Dobřichov;Dobřichov
Středočeský kraj;Kolín;Dolní Chvatliny;Dolní Chvatliny
Středočeský kraj;Kolín;Dolní Chvatliny;Horní Chvatliny
Středočeský kraj;Kolín;Dolní Chvatliny;Mančice
Středočeský kraj;Kolín;Doubravčice;Doubravčice
Středočeský kraj;Kolín;Horní Kruty;Bohouňovice II
Středočeský kraj;Kolín;Horní Kruty;Dolní Kruty
Středočeský kraj;Kolín;Horní Kruty;Horní Kruty
Středočeský kraj;Kolín;Horní Kruty;Újezdec u Horních Krut
Středočeský kraj;Kolín;Chotutice;Chotutice
Středočeský kraj;Kolín;Chrášťany;Bylany u Českého Brodu
Středočeský kraj;Kolín;Chrášťany;Chotouň
Středočeský kraj;Kolín;Chrášťany;Chrášťany u Českého Brodu
Středočeský kraj;Kolín;Jestřabí Lhota;Jestřabí Lhota
Středočeský kraj;Kolín;Klučov;Klučov u Českého Brodu
Středočeský kraj;Kolín;Klučov;Lstiboř
Středočeský kraj;Kolín;Klučov;Skramníky
Středočeský kraj;Kolín;Klučov;Žhery
Středočeský kraj;Kolín;Konárovice;Konárovice
Středočeský kraj;Kolín;Kořenice;Chotouchov
Středočeský kraj;Kolín;Kořenice;Kořenice
Středočeský kraj;Kolín;Kořenice;Pučery
Středočeský kraj;Kolín;Kouřim;Kouřim
Středočeský kraj;Kolín;Krakovany;Božec
Středočeský kraj;Kolín;Krakovany;Krakovany
Středočeský kraj;Kolín;Krupá;Krupá u Kostelce nad Černými Lesy
Středočeský kraj;Kolín;Křečhoř;Křečhoř
Středočeský kraj;Kolín;Křečhoř;Kutlíře
Středočeský kraj;Kolín;Libenice;Libenice
Středočeský kraj;Kolín;Libodřice;Libodřice
Středočeský kraj;Kolín;Lošany;Lošánky
Středočeský kraj;Kolín;Lošany;Lošany
Středočeský kraj;Kolín;Malotice;Lhotky u Malotic
Středočeský kraj;Kolín;Malotice;Malotice
Středočeský kraj;Kolín;Nebovidy;Nebovidy
Středočeský kraj;Kolín;Nová Ves I;Nová Ves I
Středočeský kraj;Kolín;Ohaře;Ohaře
Středočeský kraj;Kolín;Ovčáry;Ovčáry u Kolína
Středočeský kraj;Kolín;Plaňany;Blinka
Středočeský kraj;Kolín;Plaňany;Hradenín
Středočeský kraj;Kolín;Plaňany;Plaňany
Středočeský kraj;Kolín;Plaňany;Poboří
Středočeský kraj;Kolín;Polepy;Polepy u Kolína
Středočeský kraj;Kolín;Přišimasy;Přišimasy
Středočeský kraj;Kolín;Radim;Radim u Kolína
Středočeský kraj;Kolín;Radovesnice I;Radovesnice I
Středočeský kraj;Kolín;Radovesnice II;Radovesnice II
Středočeský kraj;Kolín;Radovesnice II;Rozehnaly
Středočeský kraj;Kolín;Ratboř;Ratboř
Středočeský kraj;Kolín;Ratboř;Sedlov
Středočeský kraj;Kolín;Rostoklaty;Nová Ves II
Středočeský kraj;Kolín;Rostoklaty;Rostoklaty
Středočeský kraj;Kolín;Skvrňov;Skvrňov
Středočeský kraj;Kolín;Starý Kolín;Starý Kolín
Středočeský kraj;Kolín;Svojšice;Bošice u Kouřimi
Středočeský kraj;Kolín;Svojšice;Svojšice u Kouřimi
Středočeský kraj;Kolín;Tismice;Limuzy
Středočeský kraj;Kolín;Tismice;Tismice
Středočeský kraj;Kolín;Toušice;Mlékovice
Středočeský kraj;Kolín;Toušice;Toušice
Středočeský kraj;Kolín;Třebovle;Hlaváčova Lhota
Středočeský kraj;Kolín;Třebovle;Miškovice u Kouřimi
Středočeský kraj;Kolín;Třebovle;Třebovle
Středočeský kraj;Kolín;Tři Dvory;Tři Dvory
Středočeský kraj;Kolín;Tuchoraz;Tuchoraz
Středočeský kraj;Kolín;Tuklaty;Tlustovousy
Středočeský kraj;Kolín;Tuklaty;Tuklaty
Středočeský kraj;Kolín;Týnec nad Labem;Lžovice
Středočeský kraj;Kolín;Týnec nad Labem;Týnec nad Labem
Středočeský kraj;Kolín;Týnec nad Labem;Vinařice u Týnce nad Labem
Středočeský kraj;Kolín;Uhlířská Lhota;Rasochy
Středočeský kraj;Kolín;Uhlířská Lhota;Uhlířská Lhota
Středočeský kraj;Kolín;Veletov;Veletov
Středočeský kraj;Kolín;Velim;Velim
Středočeský kraj;Kolín;Velim;Vítězov
Středočeský kraj;Kolín;Velký Osek;Velký Osek
Středočeský kraj;Kolín;Veltruby;Hradišťko I
Středočeský kraj;Kolín;Veltruby;Veltruby
Středočeský kraj;Kolín;Vitice;Lipany u Vitic
Středočeský kraj;Kolín;Vitice;Dobré Pole u Vitic
Středočeský kraj;Kolín;Vitice;Hřiby
Středočeský kraj;Kolín;Vitice;Chotýš
Středočeský kraj;Kolín;Vitice;Vitice
Středočeský kraj;Kolín;Volárna;Volárna
Středočeský kraj;Kolín;Vrbčany;Vrbčany
Středočeský kraj;Kolín;Zásmuky;Doubravčany
Středočeský kraj;Kolín;Zásmuky;Nesměň u Zásmuk
Středočeský kraj;Kolín;Zásmuky;Sobočice
Středočeský kraj;Kolín;Zásmuky;Vršice
Středočeský kraj;Kolín;Zásmuky;Zásmuky
Středočeský kraj;Kolín;Žiželice;Hradišťko II
Středočeský kraj;Kolín;Žiželice;Končice
Středočeský kraj;Kolín;Žiželice;Kundratice u Žiželic nad Cidlinou
Středočeský kraj;Kolín;Žiželice;Loukonosy
Středočeský kraj;Kolín;Žiželice;Žiželice nad Cidlinou
Středočeský kraj;Kolín;Choťovice;Choťovice
Středočeský kraj;Kolín;Pečky;Pečky
Středočeský kraj;Kolín;Pečky;Velké Chvalovice
Středočeský kraj;Kolín;Pňov-Předhradí;Klipec
Středočeský kraj;Kolín;Pňov-Předhradí;Pňov
Středočeský kraj;Kolín;Pňov-Předhradí;Předhradí
Středočeský kraj;Kolín;Poříčany;Poříčany
Středočeský kraj;Kolín;Ratenice;Ratenice
Středočeský kraj;Kolín;Tatce;Tatce
Středočeský kraj;Kolín;Žehuň;Žehuň
Středočeský kraj;Kolín;Drahobudice;Drahobudice
Středočeský kraj;Kolín;Masojedy;Masojedy
Středočeský kraj;Kolín;Hradešín;Hradešín
Středočeský kraj;Kolín;Vrátkov;Vrátkov
Středočeský kraj;Kolín;Němčice;Němčice u Kolína
Středočeský kraj;Kolín;Klášterní Skalice;Klášterní Skalice
Středočeský kraj;Kolín;Kšely;Kšely
Středočeský kraj;Kolín;Černíky;Černíky
Středočeský kraj;Kolín;Grunta;Grunta
Středočeský kraj;Kolín;Církvice;Církvice u Kolína
Středočeský kraj;Kolín;Krychnov;Krychnov
Středočeský kraj;Kutná Hora;Rohozec;Rohozec u Žehušic
Středočeský kraj;Kutná Hora;Podveky;Ježovice
Středočeský kraj;Kutná Hora;Podveky;Podveky
Středočeský kraj;Kutná Hora;Čejkovice;Čejkovice u Zbýšova
Středočeský kraj;Kutná Hora;Dobrovítov;Dědice u Zbýšova
Středočeský kraj;Kutná Hora;Dobrovítov;Dobrovítov
Středočeský kraj;Kutná Hora;Brambory;Brambory
Středočeský kraj;Kutná Hora;Semtěš;Semtěš u Bílého Podolí
Středočeský kraj;Kutná Hora;Starkoč;Starkoč u Bílého Podolí
Středočeský kraj;Kutná Hora;Štipoklasy;Štipoklasy u Černín
Středočeský kraj;Kutná Hora;Opatovice I;Opatovice I
Středočeský kraj;Kutná Hora;Bludov;Bludov v Čechách
Středočeský kraj;Kutná Hora;Třebětín;Víckovice
Středočeský kraj;Kutná Hora;Třebětín;Hostkovice u Třebětína
Středočeský kraj;Kutná Hora;Třebětín;Třebětín
Středočeský kraj;Kutná Hora;Třebešice;Třebešice
Středočeský kraj;Kutná Hora;Močovice;Močovice
Středočeský kraj;Kutná Hora;Vodranty;Vodranty
Středočeský kraj;Kutná Hora;Souňov;Souňov
Středočeský kraj;Kutná Hora;Bernardov;Bernardov
Středočeský kraj;Kutná Hora;Hlízov;Hlízov
Středočeský kraj;Kutná Hora;Dolní Pohleď;Dolní Pohleď
Středočeský kraj;Kutná Hora;Paběnice;Paběnice
Středočeský kraj;Kutná Hora;Bratčice;Bratčice u Potěh
Středočeský kraj;Kutná Hora;Drobovice;Drobovice
Středočeský kraj;Kutná Hora;Horky;Horky u Čáslavi
Středočeský kraj;Kutná Hora;Adamov;Adamov u Tupadel
Středočeský kraj;Kutná Hora;Schořov;Schořov
Středočeský kraj;Kutná Hora;Sudějov;Sudějov
Středočeský kraj;Kutná Hora;Kobylnice;Kobylnice nad Doubravou
Středočeský kraj;Kutná Hora;Hraběšín;Hraběšín
Středočeský kraj;Kutná Hora;Šebestěnice;Šebestěnice
